ts,eid,mob,zone,hit,dmg,level,might,grace,will,dam,hit_stat,ac,self_x,self_y,mob_x,mob_y,facing,rel_dir,dist,weapon,gear
1785715655187,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715655818,75557,Bat,Sonar Central,1,24,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715656346,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715656960,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715657574,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715658103,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715658715,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715659330,75557,Bat,Sonar Central,1,26,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715659858,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715660491,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715661106,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715661635,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715662246,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715662860,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715663387,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715664001,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715664634,75557,Bat,Sonar Central,1,27,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715665162,75557,Bat,Sonar Central,1,27,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715665775,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715666820,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715667347,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715667963,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715668577,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715669105,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715669737,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715670350,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715670877,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715671496,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715672109,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715672636,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715673253,75557,Bat,Sonar Central,1,24,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715673884,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715674412,75557,Bat,Sonar Central,1,24,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715675026,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715675642,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715676170,75557,Bat,Sonar Central,1,23,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715676785,75557,Bat,Sonar Central,1,26,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715677400,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715677928,75557,Bat,Sonar Central,1,79,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715678429,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715679175,75557,Bat,Sonar Central,1,25,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715679705,75557,Bat,Sonar Central,0,0,18,12,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715680842,75557,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715681370,75557,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715682152,75557,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715683217,75557,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,11,1,11,1,1,0,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715684191,75557,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,2,11,1,11,3,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715687729,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,15,1,16,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715688508,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,15,1,16,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715689036,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,15,1,16,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715689639,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,16,1,17,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715690168,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,16,1,17,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715690690,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,16,1,17,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715691687,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,17,1,18,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715692204,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,17,1,18,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715692982,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,1,17,1,18,2,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715703689,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715704216,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715704831,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715705446,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715705973,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715706589,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715707221,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715707748,75552,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715708364,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715708976,75552,Bat,Sonar Central,1,24,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715709503,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715710117,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715710732,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715711260,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715711885,75552,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715712499,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715713025,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715713640,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715714254,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715714781,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715715395,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715716020,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715716548,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715717163,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715717779,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715718306,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715718923,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715719534,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715720062,75552,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715720564,75552,Bat,Sonar Central,1,81,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715721308,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715721836,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715722451,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715723064,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715723592,75552,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715724206,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715724839,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715725366,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715725980,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715726593,75552,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715727120,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715727734,75552,Bat,Sonar Central,1,24,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715728347,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715728873,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715729374,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715730120,75552,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715730647,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715731263,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715731876,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715732403,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715733017,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715733643,75552,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715734172,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715734787,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715735398,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715735928,75552,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715736539,75552,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715737153,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715737680,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715738314,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715738928,75552,Bat,Sonar Central,1,69,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715739544,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715740586,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,14,11,14,1,1,0,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715741440,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,14,11,14,2,1,0,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715742432,75552,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,11,15,11,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715814756,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715815284,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715815900,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715816513,75556,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715817039,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715817654,75556,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715818267,75556,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715818794,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715819411,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715820043,75556,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715820570,75556,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715821187,75556,Bat,Sonar Central,1,81,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715821801,75556,Bat,Sonar Central,1,81,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715822328,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715822941,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715823554,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715824081,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715824582,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715825329,75556,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715825859,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715826474,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715827086,75556,Bat,Sonar Central,1,25,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715827612,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715828228,75556,Bat,Sonar Central,1,27,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715828860,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715829388,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715830003,75556,Bat,Sonar Central,1,26,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715831404,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715831931,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715832546,75556,Bat,Sonar Central,0,0,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715833180,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715833708,75556,Bat,Sonar Central,1,23,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
1785715834324,75556,Bat,Sonar Central,1,24,18,15,19,10,1,0,64,5,15,5,14,0,0,1,Swift sword,Swift sword|Farmer armor|Merchant helm|Sea ring
